49.722,648.23,-13.447,3.5171,NaN,21.28,0,6.5588,NaN
50.197,641.44,-15.084,-3.441,NaN,21.28,0,5.2752,NaN
50.604,635.64,-13.467,3.9799,NaN,21.28,0,6.6408,NaN
51.035,629.53,-14.884,-3.2827,NaN,21.28,0,5.3159,NaN
51.535,622.46,-13.364,3.04,NaN,21.28,0,6.4682,NaN
51.95,616.6,-14.919,-3.7492,NaN,21.28,0,5.2235,NaN
52.409,610.09,-13.429,3.2435,NaN,21.28,0,6.51,NaN
52.879,603.39,-15.068,-3.49,NaN,21.28,0,5.2661,NaN
53.286,597.59,-13.462,3.9464,NaN,21.28,0,6.6352,NaN
53.777,590.57,-15.102,-3.3356,NaN,21.28,0,5.2945,NaN
54.157,585.14,-13.534,4.133,NaN,21.28,0,6.6718,NaN
54.657,577.99,-15.034,-3.0013,NaN,21.28,0,5.3592,NaN
55.072,572.08,-13.45,3.8169,NaN,21.28,0,6.6123,NaN
55.511,565.86,-14.904,-3.3139,NaN,21.28,0,5.3081,NaN
56.005,558.89,-13.319,3.2065,NaN,21.28,0,6.4993,NaN
56.374,553.71,-14.729,-3.8222,NaN,21.28,0,5.2217,NaN
56.874,546.65,-13.538,2.3822,NaN,21.28,0,6.346,NaN
57.374,539.51,-15.018,-2.9608,NaN,21.28,0,5.3648,NaN
57.788,533.62,-13.452,3.7851,NaN,21.28,0,6.6074,NaN
58.281,526.58,-15.093,-3.3256,NaN,21.28,0,5.2963,NaN
58.673,520.97,-13.468,4.1398,NaN,21.28,0,6.6699,NaN
59.162,514,-15.049,-3.2326,NaN,21.28,0,5.316,NaN
59.579,508.08,-13.409,3.9407,NaN,21.28,0,6.6325,NaN
